c_resid,unit,nace_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TOTAL,NR,I552,LT	1248904 	1116972 	967576 	929826 	806262 	759476 	676859 	610573 b	114697 	117821 	114683 	165951 	180304 	153587 	151900 	151843 	140963 	121014 	111139 	107391 	144823 	146349 	147166 	137644 	161812 	147798 	: 	: 	: 	: 
TOTAL,NR,I552,LU	101136 	105281 	107251 	98149 	101347 	92156 	81341 	81498 b	83175 	44141 	86030 	89018 	96629 	92496 	89578 	84849 	91244 	100367 	87843 	91008 	94736 	94983 	89702 	89541 	69029 	: u	26171 	28538 	23482 	88139 
TOTAL,NR,I552,LV	350370 	326487 	314890 	256415 	205443 	217908 	211176 	203919 b	96015 	63825 	55548 	87234 	88148 	72501 	46235 	41987 	49389 	43782 	39465 	27652 	16335 	20196 	19729 	16737 	17125 	: 	: 	: 	: 	: 
TOTAL,NR,I552,ME	: 	: 	65068 b	1058701 	1036049 	: 	: 	813175 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552,MK	66081 	68209 	79148 	67656 	77899 	77180 	77724 	86422 b	91709 	106832 	119078 	130842 	: 	: 	: 	: 	: 	60621 	49743 	86687 	89726 	93524 	72645 	76040 	79002 	82149 	80498 	85272 	92268 	112046 
TOTAL,NR,I552,MT	43297 	37300 	33996 	31828 	22966 	31034 	20991 	11008 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552,NL	11083266 	10237338 	9983191 	9312949 	9350054 	8811626 	8588710 b	7482977 b	7369100 	7300200 	7564600 	7408800 	7428100 	6951900 	6339700 	6616900 	6625400 	6734400 	6771000 	6819000 	6591000 	6039000 	5115000 	4740000 	4559000 	4438000 	4417000 	4391900 	4518600 	4392300 
TOTAL,NR,I552,NO	: 	: 	: 	1835858 	1708452 	1644344 	1695048 	1115226 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	451433 	456822 	441864 	400850 	427367 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552,PL	8029577 	7927615 	7486184 	7150739 	6462786 	6145088 	5993949 	6241116 b	5791249 	5908675 	6154937 	6260154 	6238881 	5990200 	5852955 	5896123 	6739076 	6722920 	7083178 	6961433 	6147300 	6662551 	6343833 	6171591 	6137474 	5933983 	: 	: 	: 	: 
TOTAL,NR,I552,PT	4635378 	3730891 	2468925 	1664264 	1225980 	745019 	671234 b	336010 b	378694 	415858 	431145 	412164 	388436 	333109 	345588 	338970 	340945 	340587 	332486 	351957 	332756 	243037 	259142 	222464 	206466 	: 	: 	: 	: 	205475 
TOTAL,NR,I552,RO	2676080 	2562308 	2296883 	1944513 	1710240 	1405238 	1290800 	1156710 b	106206 	99844 	137232 	152933 	158299 	163364 	189789 	236815 	236621 	265950 	405520 	407753 	355071 	412224 	506175 	589495 	598398 	377646 	567824 	488425 	1242069 	982898 
TOTAL,NR,I552,RS	: 	: 	: 	558251 	475772 	404836 	413828 	397865 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552,SE	2505349 	2373758 	2308777 	2292836 	2316339 	2232536 	2122687 	2198302 b	2172626 	2249918 	2285047 	2239463 	2270741 	2208246 	2123341 	2110050 	2190980 	2268669 	1653082 	1615305 	1561139 	1539746 	1534653 	1573492 	: 	940598 	781230 	721034 	712943 	963068 
TOTAL,NR,I552,SI	1992518 	: 	1165984 	986056 	852714 	714288 	690172 	641257 b	470979 	450104 	402424 	393220 	398465 	372148 	368900 	362582 	356650 	383065 	372758 	231259 	236779 	234224 	243573 	163406 	164097 	181157 	175137 	169859 	: 	: 
TOTAL,NR,I552,SK	1247793 	1029211 	981392 	918864 	803431 	732992 	781518 	751064 b	737614 	753034 	828747 	1001753 	928768 	856329 	807106 	770441 	848727 	856868 	872921 	718239 	766184 	707381 	490784 	465143 	336381 	314838 	200858 	213940 	292092 	530907 
TOTAL,NR,I552,TR	37411 	37460 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552,UK	: 	: 	: 	33959047 	33059819 	: 	: u	15046336 b	4324684 	4650111 	6007087 	5809246 	5547860 	6100560 	6781554 	6163763 	7461000 	7500000 	7734000 	8804000 	12344000 	11301700 	11613716 	10694399 	9571929 	10854575 	9667207 	9812600 	9519807 	9203606 
TOTAL,NR,I552_I553,AT	7514911 	7154671 	6672325 	6325491 	5861462 	5483720 	5410330 	5287523 b	4968516 	4725679 	4723697 	4625298 	4340356 	4162197 	4118162 	4089952 	4148548 	3789910 	3598526 	3453409 	3401550 	3246775 	2791425 	2804366 	2854806 	2960533 	2999436 	3167889 	3130602 	3101822 
TOTAL,NR,I552_I553,BE	6303332 	6058504 	5514853 	5328383 	5102731 	4076716 	3977483 	3921344 b	3658413 	3615238 	3576002 	3528194 	3522023 	3539831 	3545795 	3564517 	3691486 	3642190 	3596108 	3512238 	3570939 	3480496 	3624266 	3691000 	3731323 	3667884 	: 	3609502 	: 	: 
TOTAL,NR,I552_I553,BG	712244 	674796 	628901 	604453 	535437 	487065 	482194 	464750 b	307581 	283934 	309300 	325665 	330438 	309718 	199426 	175829 	166304 	136966 	162038 	166481 	197815 	238232 	223006 	311639 	344194 	382267 	376688 	486178 	525761 	1467412 
TOTAL,NR,I552_I553,CH	: 	: 	: 	4044116 	: 	836466 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86324 	86882 	85967 	84385 	78822 	77323 	81162 	81214 	5858880 	5970815 	5908928 	7490980 
TOTAL,NR,I552_I553,CY	742 	251 	1527 	298 	1188 	2901 	3392 	5058 b	30204 	30789 	29773 	14986 	15224 	17051 	19509 	15635 	13293 	6674 	10085 	4838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,CZ	4258795 	4119303 	3722404 	3512566 	3435591 	3020961 	3035312 	2884244 b	2419931 	2421951 	2650791 	2747610 	3067627 	3348936 	3287676 	3527280 	3399745 	2663046 	3128372 	3369236 	4146783 	4446738 	3741735 	3147546 	1743662 	1500922 	: 	: 	: 	: 
TOTAL,NR,I552_I553,DE	35303733 	33652289 	31173656 	30144456 	29219668 	28203263 	27172927 	27024814 b	26157611 	25520060 	25518425 	28123781 	26942434 	28200110 	28035100 	27471623 	25753631 	24574249 	24216255 	23945636 	23316190 	22151495 	21923659 	21445002 	21630591 	22439483 	21937399 	22281629 	18300912 	16268854 
TOTAL,NR,I552_I553,DK	2762771 e	2771011 e	2645980 e	2670764 e	2515819 e	2275869 e	2283656 	2282259 b	2332036 	2304904 	2358026 	2513218 	2472789 	2346920 	2276426 	2233270 	2288259 	2258688 	2162002 	2150167 	2204735 	2177656 	2271464 	2217925 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,EA	198202876 	188962925 e	177480072 e	164828190 	157114394 	147660977 	: 	134921430 b	133569306 e	127583125 e	127941372 e	126864265 e	: 	122197037 e	100126209 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,EE	652864 	588772 	567192 	504983 	466499 	452496 	426222 	388482 b	355380 	302462 	279502 	366514 	381010 	358161 	286494 	237470 	246405 	214646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,EL	7138287 	6866772 	6274952 	5999657 	5688273 	5255198 	4106306 	3710813 e	4728277 	4794665 	5005778 	388171 	342083 	306781 	336825 	251248 	275827 	272758 	318836 	372129 	274386 	365937 	369226 	351054 	336245 	387531 	: 	: 	: 	: 
TOTAL,NR,I552_I553,ES	26292777 	25492192 	25605214 	23701746 	21231443 	19730479 	17852171 	17446697 b	17716373 	16911759 	16534202 	17157846 	17357967 	18034715 	16930038 	16903502 	17366240 	16260012 	15037365 	15126422 	5198840 	4367766 	3924235 	4246210 	4120973 	3830442 	3912609 	2536233 	2524481 	2088739 
TOTAL,NR,I552_I553,EU27_2007	286138528 e	273312437 e	259342502 e	241718001 	232281545 	204475330 e	194943983 e	189738174 b	169582710 e	163092554 e	168832075 e	164624324 e	: 	161136518 e	167205939 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,EU27_2020	239788197 	229382484 e	215689869 e	200445426 	190495602 	177761106 	: 	163905688 b	156456355 e	150322142 e	153270834 e	151702372 e	: 	145678621 e	127571236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,EU28	297778540 e	284483655 e	269729221 e	250691613 	240241918 	212067474 e	201587464 e	195871037 b	172854573 e	166082983 e	173363991 e	168361995 e	: 	164669481 e	170428157 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,FI	1671712 	1621287 	1557717 	1475591 	1441981 	1519764 	1525180 	1459561 b	1459581 	1405349 	1382238 	1356071 	1391366 	1387230 	1313171 	1351452 	1278769 	1306950 	1273999 	1265336 	1287819 	1262754 	1302074 	1197260 	1371262 	1377044 	1345848 	: 	: 	: 
TOTAL,NR,I552_I553,FR	51200797 	50128164 	47472230 	43368683 	43599723 	41592647 	40966359 	39001997 	38645753 	19200525 	19228193 	17596148 	17341045 	17655471 	17203019 	16610787 	17136516 	16717189 	16777497 	17715147 	17190779 	17223303 	: 	: 	18525592 	19593856 	18228567 	18061828 	17562314 	16817417 
TOTAL,NR,I552_I553,HR	11640012 	11171218 	10386719 	8973612 	7960373 	7097752 	6643481 	6132863 b	3270881 	3052985 	3675519 	3658706 	3600428 	3384205 	3229527 	3279968 	3165911 	2898119 	2856338 	2390474 	1723232 	1913129 	1773988 	1287976 	772547 	1015424 	654690 	: 	: 	: 
TOTAL,NR,I552_I553,HU	2426164 	2407255 	2362959 	2137121 	2025369 	1892206 	1684706 	1611727 b	1027866 	1042584 	1170438 	1141845 	1155585 	1165891 	1145260 	1213280 	1336463 	1243996 	1255716 	1992916 	1907068 	1874516 	1920905 	1922691 	1857583 	1893398 	: 	: 	: 	: 
TOTAL,NR,I552_I553,IE	656194 e	1199891 e	: 	848472 e	782085 e	936481 e	: u	899368 u	1225334 u	1365942 u	1133933 u	: 	: 	: 	: 	: 	: 	: 	: 	5631000 	1124000 	938000 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,IS	1657018 	: 	: 	1613241 	1572011 	1407764 	775508 	759510 b	602657 	607583 	661233 	501517 	462442 	449945 	403102 	429180 	404260 	391086 	402619 	414382 	333212 	304175 	293474 	280300 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,IT	33583035 	31328087 	29405388 	26688019 	24372541 	22311973 	21223294 	21088376 b	20668100 	19439699 	19169023 	18381346 	18098661 	17011004 	16102940 	15273005 	15394701 	14679939 	13987123 	13271475 	11294587 	10834248 	10570261 	9821090 	9444066 	8783981 	8002092 	7811844 	7763627 	7357708 
TOTAL,NR,I552_I553,LI	14908 	13869 	10881 	9670 	8484 	8187 	7720 	9397 b	16980 	17941 	18039 	17670 	17970 	17305 	17546 	18269 	18159 	17423 	18154 	14886 	14057 	14886 	7210 	16158 	16635 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,LT	1314163 	1170764 	1007060 	968947 	846575 	798704 	714378 	644455 b	148645 	149283 	149663 	201690 	216652 	185332 	183216 	168790 	156624 	136543 	124779 	116954 	157567 	157650 	160170 	147290 	171757 	157174 	: 	: 	: 	: 
TOTAL,NR,I552_I553,LU	266589 	237068 	258480 	241651 	256804 	239016 	213175 	207971 b	219101 	169184 	225879 	231974 	241618 	265523 	277792 	295089 	313463 	313485 	281423 	283270 	304987 	280798 	282196 	274093 	280813 	291932 	305423 	287181 	322813 	307359 
TOTAL,NR,I552_I553,LV	459969 	420179 	396008 	337399 	274104 	350700 	329961 	297588 b	172498 	140999 	114180 	226582 	182104 	165611 	120389 	94457 	100150 	89235 	55901 	43635 	25793 	29882 	34426 	19579 	21868 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,ME	: 	: 	72080 b	1067704 	1042654 	: 	: 	820989 b	15369 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,MK	83110 	86571 	93573 	79603 	89983 	93083 	93923 	104304 b	109248 	123689 	136242 	148753 	: 	: 	: 	: 	: 	77565 	59447 	109490 	110141 	119528 	93016 	94847 	106457 	: 	116463 	121397 	135423 	183910 
TOTAL,NR,I552_I553,MT	43297 	37300 	33996 	31828 	22966 	31034 	20991 	11008 b	10645 	9488 	11597 	11454 	11089 	8598 	8010 	4125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,NL	15346936 	14266433 	13663249 	13124834 	13142756 	12734403 	12528786 b	10922963 b	10791000 	10783100 	11113300 	10606300 	11031300 	10473000 	9812400 	10155800 	10632400 	10216400 	10140000 	10337000 	10460000 	9251000 	7769000 	7542000 	7660000 	7361000 	7658500 	8138400 	8098700 	7907700 
TOTAL,NR,I552_I553,NO	: 	: 	: 	6528783 	6029753 	5955685 	5919869 	6252105 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	5073246 	4953662 	4952390 	4970925 	4944835 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,PL	8445239 	8361672 	7854686 	7490886 	6806242 	6425137 	6285368 	6544801 b	5991126 	6107351 	6367904 	6479919 	6461651 	6210355 	6069297 	6087829 	7109405 	7058131 	7402431 	7314019 	6669478 	7140205 	6810056 	6717942 	6809137 	6507377 	: 	: 	: 	: 
TOTAL,NR,I552_I553,PT	6369261 	5426354 	4118093 	3274808 	2635721 	2045172 	1975727 b	1664669 b	1735940 	1820798 	1988265 	1928082 	1800041 	1725918 	1628561 	1577058 	1664003 	1644216 	1514903 	1583112 	1574220 	1564506 	1474724 	1458352 	1524592 	1515173 	1444410 	1612208 	1809313 	1722706 
TOTAL,NR,I552_I553,RO	2787186 	2653232 	2390546 	2031992 	1800753 	1462225 	1362446 	1245543 b	179764 	183944 	222021 	266037 	255141 	249142 	259944 	343837 	331864 	360526 	405520 	407753 	355071 	412224 	506175 	589495 	598398 	377646 	567824 	488425 	1242069 	982898 
TOTAL,NR,I552_I553,RS	: 	: 	: 	572965 	492703 	420502 	428229 	411683 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,SE	8552910 	8261072 	8217602 	8195842 	8301624 	7438914 	7069599 	6876028 b	7039688 	7090545 	7393861 	6939179 	7637209 	6879769 	8733018 	7686660 	6751064 	6270153 	5454404 	4973703 	1561139 	1539746 	5033080 	5216427 	: 	1549642 	1405185 	1328425 	1336576 	1478833 
TOTAL,NR,I552_I553,SI	2706430 	: 	1718567 	1432836 	1272909 	1087493 	1087430 	1036612 b	861231 	803009 	775705 	766777 	728274 	679875 	675659 	675213 	653282 	620916 	618807 	487895 	447765 	475249 	483399 	354912 	330365 	361448 	323059 	289668 	: 	: 
TOTAL,NR,I552_I553,SK	1377847 	1165819 	1098335 	1030108 	894965 	808817 	876495 	844174 b	823532 	845800 	960973 	1135318 	1069349 	999081 	951176 	938437 	1066990 	1073226 	1040245 	861131 	909116 	842460 	586095 	585644 	437532 	513574 	352213 	415566 	656824 	1078572 
TOTAL,NR,I552_I553,TR	146993 	120937 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I552_I553,UK	: 	: 	: 	50246187 	49746316 	: 	: u	31965349 b	16407000 	17303978 	21227528 	18338698 	19782446 	20105086 	25099158 	13408787 	15782000 	16968000 	14896000 	18616000 	24506000 	19497500 	22490680 	39033580 	36547769 	33459842 	27700000 	29100000 	27600000 	28000000 
TOTAL,NR,I553,AT	1788234 	1718120 	1573757 	1431294 	1337099 	1169582 	1214735 	1197316 b	1130170 	1066263 	1109288 	1106251 	1072002 	992772 	1047662 	1080290 	1163662 	1001164 	963527 	911503 	944160 	975686 	932870 	981394 	1056282 	1152523 	1162215 	1308892 	1311204 	1335862 
TOTAL,NR,I553,BE	844047 	869595 	728261 	698095 	742501 	683252 	686768 	723548 b	738890 	746015 	741053 	640259 	650398 	668738 	650683 	672470 	740935 	700932 	692147 	687439 	758643 	700489 	792380 	837843 	917529 	2083723 	2160366 	2120725 	: 	: 
TOTAL,NR,I553,BG	11786 	9226 	9029 	8430 	6326 	4459 	7608 	10014 b	16024 	11601 	11553 	20824 	21059 	25382 	26175 	25302 	26904 	24821 	33489 	35112 	41299 	54880 	55047 	54800 	59882 	76623 	76956 	89008 	64891 	347414 
TOTAL,NR,I553,CH	: 	: 	: 	967085 	873873 	836466 	891402 	916910 b	907491 	931537 	1050484 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2240494 	2339220 	2299613 	2244160 
TOTAL,NR,I553,CY	742 	251 	1527 	298 	1188 	2901 	3392 	5058 b	3175 	4807 	3809 	7952 	7174 	8176 	8775 	7466 	6058 	: 	9008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,CZ	1402511 	1356372 	1195977 	1109565 	1069114 	889727 	858087 	829421 b	779218 	813464 	939906 	882307 	1039492 	1137583 	1153105 	1302484 	1115875 	687393 	1046759 	1197550 	1486017 	1220253 	1066115 	906341 	697881 	576408 	: 	: 	: 	: 
TOTAL,NR,I553,DE	11169948 	10804915 	9389766 	9039669 	8718476 	8090077 	7528352 	7508456 b	7136872 	6833696 	7006534 	6318521 	5801605 	5765950 	5741963 	5700439 	6289176 	5575286 	5514565 	5429745 	5557258 	5086161 	5394237 	5253999 	5823334 	6573919 	6553667 	6952127 	5261842 	4510140 
TOTAL,NR,I553,DK	1370390 e	1398474 e	1355762 e	1426814 e	1405259 e	1372604 e	1348136 	1327204 b	1367377 	1394877 	1439293 	1523051 	1433326 	1373787 	1357847 	1330587 	1351509 	1293715 	1217138 	1194737 	1248716 	1195922 	1311442 	1243424 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,EA	65336010 	63133404 e	60182755 e	56184704 	54699559 	52438483 	: 	49877919 b	51486088 e	50641103 e	51388538 e	47951655 e	: 	46917889 e	45765212 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,EE	9599 	7458 	7583 	0 	0 	0 	0 	0 	96382 	95008 	78663 	97287 	104644 	114176 	73333 	64104 	32411 	20679 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,EL	475668 	456413 	367569 	341091 	342478 	324640 	316814 	289487 b	390881 e	400800 e	410187 e	388171 	342083 	306781 	336825 	251248 	275827 	272758 	318836 	372129 	274386 	365937 	369226 	351054 	336245 	387531 	: 	: 	: 	: 
TOTAL,NR,I553,ES	8304822 	7867359 	7869191 	7398540 	6722093 	6332429 	6057519 	5913803 b	6149279 	6115063 	6179614 	6262325 	6385465 	6612783 	6556150 	6673924 	7032591 	6017137 	6058350 	5580120 	5198840 	4367766 	3924235 	4246209 	4120970 	3830442 	3912609 	2536233 	2524481 	2088739 
TOTAL,NR,I553,EU27_2007	94072114 e	90740394 e	87174804 e	81861296 	80760287 	78133858 e	76550887 	74579851 b	71320953 e	71146744 e	75065111 e	68550308 e	: 	69470955 e	74819294 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,EU27_2020	78218533 	75799843 e	72480349 e	68175529 	66628629 	63134434 	: 	60051097 b	61465780 e	60593907 e	62479974 e	57999222 e	: 	57277711 e	58465294 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,EU28	97015916 e	93660710 e	89997031 e	84462669 	83315126 	80567062 e	78996073 	76970110 b	73553812 e	73228736 e	77926160 e	70510260 e	: 	71338873 e	76771305 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,FI	918811 	884182 	871054 	886393 	874784 	930627 	956353 	933351 b	1004518 	968520 	991855 	991112 	1078518 	1095632 	1037881 	1099817 	1075234 	1122364 	1086696 	1064103 	1090289 	1049946 	1087477 	1001697 	1180789 	1205310 	1172644 	: 	: 	: 
TOTAL,NR,I553,FR	25559464 	24685424 	24179974 	21605580 	21690923 	20769740 	20414162 	19684326 b	19556168 	19200525 	19228193 	17596148 	17341045 	17655471 	17203019 	16610787 	17136516 	16717189 	16777497 	17715147 	17190779 	17223303 	: 	: 	18525589 	19593856 	18228567 	18059629 	17562314 	16817417 
TOTAL,NR,I553,HR	2943802 	2920316 	2822227 	2601373 	2554839 	2433204 	2445186 	2390259 b	2231055 	2062326 	: 	1941679 	1948703 	1856218 	1933989 	1934246 	1848111 	1735119 	1652925 	1521789 	1047545 	1180029 	1031376 	712143 	364758 	539145 	345320 	: 	: 	: 
TOTAL,NR,I553,HU	579705 	569756 	543609 	514011 	474278 	452543 	427875 	418485 b	334093 	336110 	405433 	363196 	350328 	313556 	323284 	358554 	412744 	397972 	419967 	391714 	412050 	422628 	418538 	440558 	456965 	513027 	: 	: 	: 	: 
TOTAL,NR,I553,IE	357962 e	423132 e	: 	163971 e	216638 e	168839 e	: u	205828 u	507829 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	270000 	273000 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,IS	682512 	: 	: 	660733 	601549 	659747 	274831 	407523 b	361071 	183853 	438367 	320875 	282396 	270537 	239043 	248115 	231178 	: 	: 	: 	: 	: 	199499 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,IT	8724883 	8585415 	8741593 	8375713 	8074776 	7975556 	7789229 	8033163 b	9267986 	8915954 	9117439 	8631553 	8677376 	8104840 	7925855 	7763355 	8091307 	7884010 	8018250 	7734250 	7299009 	7131232 	7010079 	6885973 	6695783 	6318745 	5785993 	5630792 	5641558 	5307182 
TOTAL,NR,I553,LI	2915 	2403 	1628 	1139 	975 	937 	1150 	905 b	4781 	5012 	4549 	5003 	4870 	4976 	: 	5003 	: 	5183 	5575 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,LT	65259 	53792 	39484 	39121 	40313 	39228 	37519 	33882 b	33948 	31462 	34980 	35739 	36348 	31745 	31316 	16947 	15661 	15529 	13640 	9563 	12744 	11301 	13004 	9646 	9945 	9376 	: 	: 	: 	: 
TOTAL,NR,I553,LU	165453 	131787 	151229 	143502 	155457 	146860 	131834 	126473 b	135926 	125043 	139849 	142956 	144989 	173027 	188214 	210240 	222219 	213118 	193580 	192262 	210251 	185815 	192494 	184552 	211784 	198256 	202470 	191385 	232490 	219220 
TOTAL,NR,I553,LV	109599 	93692 	81118 	80984 	68661 	132792 	118785 	93669 b	76483 	77174 	58632 	139348 	93956 	93110 	74154 	52470 	50761 	45453 	16436 	15983 	9458 	9686 	14697 	2842 	4743 	: 	: 	: 	: 	: 
TOTAL,NR,I553,ME	: 	: 	7012 	9003 	6605 	: 	: 	7814 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,MK	17029 	18362 	14425 	11947 	12084 	15903 	16199 	17882 b	17539 	16857 	17164 	17911 	: 	: 	: 	: 	: 	16944 	9704 	22803 	20415 	26004 	20371 	18807 	27455 	29841 	35965 	36125 	43155 	71864 
TOTAL,NR,I553,MT	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,NL	4263670 	4029095 	3680058 	3811885 	3792702 	3922777 	3940076 b	3439986 b	3421900 	3482900 	3548700 	3197500 	3603200 	3521100 	3472700 	3538900 	4007000 	3481900 	3369000 	3518000 	3869000 	3212000 	2654000 	2802000 	3101000 	2924000 	2851900 	3289900 	3122800 	3091300 
TOTAL,NR,I553,NO	: 	: 	: 	4692925 	4321301 	4311341 	4224821 	5136879 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	4621813 	4496840 	4510526 	4570075 	4517468 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,PL	415662 	434057 	368502 	340147 	343456 	280049 	291419 	303685 b	199877 	198676 	212967 	219765 	222770 	220155 	216342 	191706 	370329 	335211 	319253 	352586 	522178 	477654 	466223 	546351 	671663 	573394 	: 	: 	: 	: 
TOTAL,NR,I553,PT	1733883 	1695463 	1649168 	1610544 	1409741 	1300153 	1304493 	1328659 b	1357246 	1404940 	1557120 	1481250 	1411605 	1392809 	1282973 	1238088 	1323058 	1303629 	1182417 	1231155 	1241464 	1321469 	1215582 	1235888 	1318126 	1311861 	1249939 	1408488 	1600472 	1517231 
TOTAL,NR,I553,RO	111106 	90924 	93663 	87479 	90513 	56987 	71646 	88833 b	73558 	84100 	84789 	113104 	96842 	85778 	70155 	107022 	95243 	94576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,RS	: 	: 	: 	14714 	16931 	15666 	14401 	13818 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,SE	6047561 	5887314 	5908825 	5903006 	5985285 	5206378 	4946912 	4677726 b	4867062 	4840627 	5108814 	4699716 	5366468 	4671523 	6609677 	5576610 	4560084 	4001484 	3801322 	3358398 	: 	: 	3498427 	3642935 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,SI	713912 	: 	552583 	446780 	420195 	373205 	397258 	395355 b	390252 	352905 	373281 	373557 	329809 	307727 	306759 	312631 	296632 	237851 	246049 	256636 	210986 	241025 	239826 	191506 	166268 	180291 	147922 	119809 	: 	: 
TOTAL,NR,I553,SK	130054 	136608 	116943 	111244 	91534 	75825 	94977 	93110 b	85918 	92766 	132226 	133565 	140581 	142752 	144070 	167996 	218263 	216358 	167324 	142892 	142932 	135079 	95311 	120501 	101151 	198736 	151355 	201626 	364732 	547665 
TOTAL,NR,I553,TR	109582 	83477 	: 	186736 	41330 	92178 	29731 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,NR,I553,UK	: 	: 	: 	16287140 	16686497 	: 	17432628 	16919013 b	12082316 	12653867 	15220442 	12529452 	14234587 	14004526 	18314822 	7245023 	8321000 	9498000 	8132000 	9432000 	12162000 	8346800 	10876964 	28339181 	26975840 	26381175 	21389227 	22251015 	21871595 	22107173 
